Linux 2.6.18-164.el5 (redhat1.vxindia.veritas.com) 	07/10/2010 	_x86_64_	(1 CPU)

01:40:01 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
02:17:02 PM       127      0.00
02:17:02 PM       128      0.00
02:17:02 PM       129      0.00
02:17:02 PM       130      0.00
02:17:02 PM       131      0.00
02:17:02 PM       132      0.00
02:17:02 PM       133      0.00
02:17:02 PM       134      0.00
02:17:02 PM       135      0.00
02:17:02 PM       136      0.00
02:17:02 PM       137      0.00
02:17:02 PM       138      0.00
02:17:02 PM       139      0.00
02:17:02 PM       140      0.00
02:17:02 PM       141      0.00
02:17:02 PM       142      0.00
02:17:02 PM       143      0.00
02:17:02 PM       144      0.00
02:17:02 PM       145      0.00
02:17:02 PM       146      0.00
02:17:02 PM       147      0.00
02:17:02 PM       148      0.00
02:17:02 PM       149      0.00
02:17:02 PM       150      0.00
02:17:02 PM       151      0.00
02:17:02 PM       152      0.00
02:17:02 PM       153      0.00
02:17:02 PM       154      0.00
02:17:02 PM       155      0.00
02:17:02 PM       156      0.00
02:17:02 PM       157      0.00
02:17:02 PM       158      0.00
02:17:02 PM       159      0.00
02:17:02 PM       160      0.00
02:17:02 PM       161      0.00
02:17:02 PM       162      0.00
02:17:02 PM       163      0.00
02:17:02 PM       164      0.00
02:17:02 PM       165      0.00
02:17:02 PM       166      0.00
02:17:02 PM       167      0.00
02:17:02 PM       168      0.00
02:17:02 PM       169      0.00
02:17:02 PM       170      0.00
02:17:02 PM       171      0.00
02:17:02 PM       172      0.00
02:17:02 PM       173      0.00
02:17:02 PM       174      0.00
02:17:02 PM       175      0.00
02:17:02 PM       176      0.00
02:17:02 PM       177      0.00
02:17:02 PM       178      0.00
02:17:02 PM       179      0.00
02:17:02 PM       180      0.00
02:17:02 PM       181      0.00
02:17:02 PM       182      0.00
02:17:02 PM       183      0.00
02:17:02 PM       184      0.00
02:17:02 PM       185      0.00
02:17:02 PM       186      0.00
02:17:02 PM       187      0.00
02:17:02 PM       188      0.00
02:17:02 PM       189      0.00
02:17:02 PM       190      0.00
02:17:02 PM       191      0.00
02:17:02 PM       192      0.00
02:17:02 PM       193      0.00
02:17:02 PM       194      0.00
02:17:02 PM       195      0.00
02:17:02 PM       196      0.00
02:17:02 PM       197      0.00
02:17:02 PM       198      0.00
02:17:02 PM       199      0.00
02:17:02 PM       200      0.00
02:17:02 PM       201      0.00
02:17:02 PM       202      0.00
02:17:02 PM       203      0.00
02:17:02 PM       204      0.00
02:17:02 PM       205      0.00
02:17:02 PM       206      0.00
02:17:02 PM       207      0.00
02:17:02 PM       208      0.00
02:17:02 PM       209      0.00
02:17:02 PM       210      0.00
02:17:02 PM       211      0.00
02:17:02 PM       212      0.00
02:17:02 PM       213      0.00
02:17:02 PM       214      0.00
02:17:02 PM       215      0.00
02:17:02 PM       216      0.00
02:17:02 PM       217      0.00
02:17:02 PM       218      0.00
02:17:02 PM       219      0.00
02:17:02 PM       220      0.00
02:17:02 PM       221      0.00
02:17:02 PM       222      0.00
02:17:02 PM       223      0.00
02:17:02 PM       224      0.00
02:17:02 PM       225      0.00
02:17:02 PM       226      0.00
02:17:02 PM       227      0.00
02:17:02 PM       228      0.00
02:17:02 PM       229      0.00
02:17:02 PM       230      0.00
02:17:02 PM       231      0.00
02:17:02 PM       232      0.00
02:17:02 PM       233      0.00
02:17:02 PM       234      0.00
02:17:02 PM       235      0.00
02:17:02 PM       236      0.00
02:17:02 PM       237      0.00
02:17:02 PM       238      0.00
02:17:12 PM       sum   1026.15
02:17:12 PM         0    987.64
02:17:12 PM         1      0.00
02:17:12 PM         2      0.00
02:17:12 PM         3      0.00
02:17:12 PM         4      0.00
02:17:12 PM         5      0.00
02:17:12 PM         6      0.00
02:17:12 PM         7      0.00
02:17:12 PM         8      0.00
02:17:12 PM         9      0.00
02:17:12 PM        10      0.00
02:17:12 PM        11      0.00
02:17:12 PM        12      0.00
02:17:12 PM        13      0.00
02:17:12 PM        14      0.00
02:17:12 PM        15      9.19
02:17:12 PM        16      0.00
02:17:12 PM        17      0.00
02:17:12 PM        18      0.00
02:17:12 PM        19      0.00
02:17:12 PM        20      0.00
02:17:12 PM        21      0.00
02:17:12 PM        22      0.00
02:17:12 PM        23      0.00
02:17:12 PM        24      0.00
02:17:12 PM        25      0.00
02:17:12 PM        26      0.00
02:17:12 PM        27      0.00
02:17:12 PM        28      0.00
02:17:12 PM        29      0.00
02:17:12 PM        30      0.00
02:17:12 PM        31      0.00
02:17:12 PM        32      0.00
02:17:12 PM        33      0.00
02:17:12 PM        34      0.00
02:17:12 PM        35      0.00
02:17:12 PM        36      0.00
02:17:12 PM        37      0.00
02:17:12 PM        38      0.00
02:17:12 PM        39      0.00
02:17:12 PM        40      0.00
02:17:12 PM        41      0.00
02:17:12 PM        42      0.00
02:17:12 PM        43      0.00
02:17:12 PM        44      0.00
02:17:12 PM        45      0.00
02:17:12 PM        46      0.00
02:17:12 PM        47      0.00
02:17:12 PM        48      0.00
02:17:12 PM        49      0.00
02:17:12 PM        50      0.00
02:17:12 PM        51     27.37
02:17:12 PM        52      0.00
02:17:12 PM        53      0.00
02:17:12 PM        54      0.00
02:17:12 PM        55      0.00
02:17:12 PM        56      0.00
02:17:12 PM        57      0.00
02:17:12 PM        58      0.00
02:17:12 PM        59      1.94
02:17:12 PM        60      0.00
02:17:12 PM        61      0.00
02:17:12 PM        62      0.00
02:17:12 PM        63      0.00
02:17:12 PM        64      0.00
02:17:12 PM        65      0.00
02:17:12 PM        66      0.00
02:17:12 PM        67      0.00
02:17:12 PM        68      0.00
02:17:12 PM        69      0.00
02:17:12 PM        70      0.00
02:17:12 PM        71      0.00
02:17:12 PM        72      0.00
02:17:12 PM        73      0.00
02:17:12 PM        74      0.00
02:17:12 PM        75      0.00
02:17:12 PM        76      0.00
02:17:12 PM        77      0.00
02:17:12 PM        78      0.00
02:17:12 PM        79      0.00
02:17:12 PM        80      0.00
02:17:12 PM        81      0.00
02:17:12 PM        82      0.00
02:17:12 PM        83      0.00
02:17:12 PM        84      0.00
02:17:12 PM        85      0.00
02:17:12 PM        86      0.00
02:17:12 PM        87      0.00
02:17:12 PM        88      0.00
02:17:12 PM        89      0.00
02:17:12 PM        90      0.00
02:17:12 PM        91      0.00
02:17:12 PM        92      0.00
02:17:12 PM        93      0.00
02:17:12 PM        94      0.00
02:17:12 PM        95      0.00
02:17:12 PM        96      0.00
02:17:12 PM        97      0.00
02:17:12 PM        98      0.00
02:17:12 PM        99      0.00
02:17:12 PM       100      0.00
02:17:12 PM       101      0.00
02:17:12 PM       102      0.00
02:17:12 PM       103      0.00
02:17:12 PM       104      0.00
02:17:12 PM       105      0.00
02:17:12 PM       106      0.00
02:17:12 PM       107      0.00
02:17:12 PM       108      0.00
02:17:12 PM       109      0.00
02:17:12 PM       110      0.00
02:17:12 PM       111      0.00
02:17:12 PM       112      0.00
02:17:12 PM       113      0.00
02:17:12 PM       114      0.00
02:17:12 PM       115      0.00
02:17:12 PM       116      0.00
02:17:12 PM       117      0.00
02:17:12 PM       118      0.00
02:17:12 PM       119      0.00
02:17:12 PM       120      0.00
02:17:12 PM       121      0.00
02:17:12 PM       122      0.00
02:17:12 PM       123      0.00
02:17:12 PM       124      0.00
02:17:12 PM       125      0.00
02:17:12 PM       126      0.00
02:17:12 PM       127      0.00
02:17:12 PM       128      0.00
02:17:12 PM       129      0.00
02:17:12 PM       130      0.00
02:17:12 PM       131      0.00
02:17:12 PM       132      0.00
02:17:12 PM       133      0.00
02:17:12 PM       134      0.00
02:17:12 PM       135      0.00
02:17:12 PM       136      0.00
02:17:12 PM       137      0.00
02:17:12 PM       138      0.00
02:17:12 PM       139      0.00
02:17:12 PM       140      0.00
02:17:12 PM       141      0.00
02:17:12 PM       142      0.00
02:17:12 PM       143      0.00
02:17:12 PM       144      0.00
02:17:12 PM       145      0.00
02:17:12 PM       146      0.00
02:17:12 PM       147      0.00
02:17:12 PM       148      0.00
02:17:12 PM       149      0.00
02:17:12 PM       150      0.00
02:17:12 PM       151      0.00
02:17:12 PM       152      0.00
02:17:12 PM       153      0.00
02:17:12 PM       154      0.00
02:17:12 PM       155      0.00
02:17:12 PM       156      0.00
02:17:12 PM       157      0.00
02:17:12 PM       158      0.00
02:17:12 PM       159      0.00
02:17:12 PM       160      0.00
02:17:12 PM       161      0.00
02:17:12 PM       162      0.00
02:17:12 PM       163      0.00
02:17:12 PM       164      0.00
02:17:12 PM       165      0.00
02:17:12 PM       166      0.00
02:17:12 PM       167      0.00
02:17:12 PM       168      0.00
02:17:12 PM       169      0.00
02:17:12 PM       170      0.00
02:17:12 PM       171      0.00
02:17:12 PM       172      0.00
02:17:12 PM       173      0.00
02:17:12 PM       174      0.00
02:17:12 PM       175      0.00
02:17:12 PM       176      0.00
02:17:12 PM       177      0.00
02:17:12 PM       178      0.00
02:17:12 PM       179      0.00
02:17:12 PM       180      0.00
02:17:12 PM       181      0.00
02:17:12 PM       182      0.00
02:17:12 PM       183      0.00
02:17:12 PM       184      0.00
02:17:12 PM       185      0.00
02:17:12 PM       186      0.00
02:17:12 PM       187      0.00
02:17:12 PM       188      0.00
02:17:12 PM       189      0.00
02:17:12 PM       190      0.00
02:17:12 PM       191      0.00
02:17:12 PM       192      0.00
02:17:12 PM       193      0.00
02:17:12 PM       194      0.00
02:17:12 PM       195      0.00
02:17:12 PM       196      0.00
02:17:12 PM       197      0.00
02:17:12 PM       198      0.00
02:17:12 PM       199      0.00
02:17:12 PM       200      0.00
02:17:12 PM       201      0.00
02:17:12 PM       202      0.00
02:17:12 PM       203      0.00
02:17:12 PM       204      0.00
02:17:12 PM       205      0.00
02:17:12 PM       206      0.00
02:17:12 PM       207      0.00
02:17:12 PM       208      0.00
02:17:12 PM       209      0.00
02:17:12 PM       210      0.00
02:17:12 PM       211      0.00
02:17:12 PM       212      0.00
02:17:12 PM       213      0.00
02:17:12 PM       214      0.00
02:17:12 PM       215      0.00
02:17:12 PM       216      0.00
02:17:12 PM       217      0.00
02:17:12 PM       218      0.00
02:17:12 PM       219      0.00
02:17:12 PM       220      0.00
02:17:12 PM       221      0.00
02:17:12 PM       222      0.00
02:17:12 PM       223      0.00
02:17:12 PM       224      0.00
02:17:12 PM       225      0.00
02:17:12 PM       226      0.00
02:17:12 PM       227      0.00
02:17:12 PM       228      0.00
02:17:12 PM       229      0.00
02:17:12 PM       230      0.00
02:17:12 PM       231      0.00
02:17:12 PM       232      0.00
02:17:12 PM       233      0.00
02:17:12 PM       234      0.00
02:17:12 PM       235      0.00
02:17:12 PM       236      0.00
02:17:12 PM       237      0.00
02:17:12 PM       238      0.00
02:17:22 PM       sum   1025.73
02:17:22 PM         0    987.79
02:17:22 PM         1      0.00
02:17:22 PM         2      0.00
02:17:22 PM         3      0.00
02:17:22 PM         4      0.00
02:17:22 PM         5      0.00
02:17:22 PM         6      0.00
02:17:22 PM         7      0.00
02:17:22 PM         8      0.00
02:17:22 PM         9      0.00
02:17:22 PM        10      0.00
02:17:22 PM        11      0.00
02:17:22 PM        12      0.00
02:17:22 PM        13      0.00
02:17:22 PM        14      0.00
02:17:22 PM        15      9.08
02:17:22 PM        16      0.00
02:17:22 PM        17      0.00
02:17:22 PM        18      0.00
02:17:22 PM        19      0.00
02:17:22 PM        20      0.00
02:17:22 PM        21      0.00
02:17:22 PM        22      0.00
02:17:22 PM        23      0.00
02:17:22 PM        24      0.00
02:17:22 PM        25      0.00
02:17:22 PM        26      0.00
02:17:22 PM        27      0.00
02:17:22 PM        28      0.00
02:17:22 PM        29      0.00
02:17:22 PM        30      0.00
02:17:22 PM        31      0.00
02:17:22 PM        32      0.00
02:17:22 PM        33      0.00
02:17:22 PM        34      0.00
02:17:22 PM        35      0.00
02:17:22 PM        36      0.00
02:17:22 PM        37      0.00
02:17:22 PM        38      0.00
02:17:22 PM        39      0.00
02:17:22 PM        40      0.00
02:17:22 PM        41      0.00
02:17:22 PM        42      0.00
02:17:22 PM        43      0.00
02:17:22 PM        44      0.00
02:17:22 PM        45      0.00
02:17:22 PM        46      0.00
02:17:22 PM        47      0.00
02:17:22 PM        48      0.00
02:17:22 PM        49      0.00
02:17:22 PM        50      0.00
02:17:22 PM        51     26.94
02:17:22 PM        52      0.00
02:17:22 PM        53      0.00
02:17:22 PM        54      0.00
02:17:22 PM        55      0.00
02:17:22 PM        56      0.00
02:17:22 PM        57      0.00
02:17:22 PM        58      0.00
02:17:22 PM        59      1.92
02:17:22 PM        60      0.00
02:17:22 PM        61      0.00
02:17:22 PM        62      0.00
02:17:22 PM        63      0.00
02:17:22 PM        64      0.00
02:17:22 PM        65      0.00
02:17:22 PM        66      0.00
02:17:22 PM        67      0.00
02:17:22 PM        68      0.00
02:17:22 PM        69      0.00
02:17:22 PM        70      0.00
02:17:22 PM        71      0.00
02:17:22 PM        72      0.00
02:17:22 PM        73      0.00
02:17:22 PM        74      0.00
02:17:22 PM        75      0.00
02:17:22 PM        76      0.00
02:17:22 PM        77      0.00
02:17:22 PM        78      0.00
02:17:22 PM        79      0.00
02:17:22 PM        80      0.00
02:17:22 PM        81      0.00
02:17:22 PM        82      0.00
02:17:22 PM        83      0.00
02:17:22 PM        84      0.00
02:17:22 PM        85      0.00
02:17:22 PM        86      0.00
02:17:22 PM        87      0.00
02:17:22 PM        88      0.00
02:17:22 PM        89      0.00
02:17:22 PM        90      0.00
02:17:22 PM        91      0.00
02:17:22 PM        92      0.00
02:17:22 PM        93      0.00
02:17:22 PM        94      0.00
02:17:22 PM        95      0.00
02:17:22 PM        96      0.00
02:17:22 PM        97      0.00
02:17:22 PM        98      0.00
02:17:22 PM        99      0.00
02:17:22 PM       100      0.00
02:17:22 PM       101      0.00
02:17:22 PM       102      0.00
02:17:22 PM       103      0.00
02:17:22 PM       104      0.00
02:17:22 PM       105      0.00
02:17:22 PM       106      0.00
02:17:22 PM       107      0.00
02:17:22 PM       108      0.00
02:17:22 PM       109      0.00
02:17:22 PM       110      0.00
02:17:22 PM       111      0.00
02:17:22 PM       112      0.00
02:17:22 PM       113      0.00
02:17:22 PM       114      0.00
02:17:22 PM       115      0.00
02:17:22 PM       116      0.00
02:17:22 PM       117      0.00
02:17:22 PM       118      0.00
02:17:22 PM       119      0.00
02:17:22 PM       120      0.00
02:17:22 PM       121      0.00
02:17:22 PM       122      0.00
02:17:22 PM       123      0.00
02:17:22 PM       124      0.00
02:17:22 PM       125      0.00
02:17:22 PM       126      0.00
02:17:22 PM       127      0.00
02:17:22 PM       128      0.00
02:17:22 PM       129      0.00
02:17:22 PM       130      0.00
02:17:22 PM       131      0.00
02:17:22 PM       132      0.00
02:17:22 PM       133      0.00
02:17:22 PM       134      0.00
02:17:22 PM       135      0.00
02:17:22 PM       136      0.00
02:17:22 PM       137      0.00
02:17:22 PM       138      0.00
02:17:22 PM       139      0.00
02:17:22 PM       140      0.00
02:17:22 PM       141      0.00
02:17:22 PM       142      0.00
02:17:22 PM       143      0.00
02:17:22 PM       144      0.00
02:17:22 PM       145      0.00
02:17:22 PM       146      0.00
02:17:22 PM       147      0.00
02:17:22 PM       148      0.00
02:17:22 PM       149      0.00
02:17:22 PM       150      0.00
02:17:22 PM       151      0.00
02:17:22 PM       152      0.00
02:17:22 PM       153      0.00
02:17:22 PM       154      0.00
02:17:22 PM       155      0.00
02:17:22 PM       156      0.00
02:17:22 PM       157      0.00
02:17:22 PM       158      0.00
02:17:22 PM       159      0.00
02:17:22 PM       160      0.00
02:17:22 PM       161      0.00
02:17:22 PM       162      0.00
02:17:22 PM       163      0.00
02:17:22 PM       164      0.00
02:17:22 PM       165      0.00
02:17:22 PM       166      0.00
02:17:22 PM       167      0.00
02:17:22 PM       168      0.00
02:17:22 PM       169      0.00
02:17:22 PM       170      0.00
02:17:22 PM       171      0.00
02:17:22 PM       172      0.00
02:17:22 PM       173      0.00
02:17:22 PM       174      0.00
02:17:22 PM       175      0.00
02:17:22 PM       176      0.00
02:17:22 PM       177      0.00
02:17:22 PM       178      0.00
02:17:22 PM       179      0.00
02:17:22 PM       180      0.00
02:17:22 PM       181      0.00
02:17:22 PM       182      0.00
02:17:22 PM       183      0.00
02:17:22 PM       184      0.00
02:17:22 PM       185      0.00
02:17:22 PM       186      0.00
02:17:22 PM       187      0.00
02:17:22 PM       188      0.00
02:17:22 PM       189      0.00
02:17:22 PM       190      0.00
02:17:22 PM       191      0.00
02:17:22 PM       192      0.00
02:17:22 PM       193      0.00
02:17:22 PM       194      0.00
02:17:22 PM       195      0.00
02:17:22 PM       196      0.00
02:17:22 PM       197      0.00
02:17:22 PM       198      0.00
02:17:22 PM       199      0.00
02:17:22 PM       200      0.00
02:17:22 PM       201      0.00
02:17:22 PM       202      0.00
02:17:22 PM       203      0.00
02:17:22 PM       204      0.00
02:17:22 PM       205      0.00
02:17:22 PM       206      0.00
02:17:22 PM       207      0.00
02:17:22 PM       208      0.00
02:17:22 PM       209      0.00
02:17:22 PM       210      0.00
02:17:22 PM       211      0.00
02:17:22 PM       212      0.00
02:17:22 PM       213      0.00
02:17:22 PM       214      0.00
02:17:22 PM       215      0.00
02:17:22 PM       216      0.00
02:17:22 PM       217      0.00
02:17:22 PM       218      0.00
02:17:22 PM       219      0.00
02:17:22 PM       220      0.00
02:17:22 PM       221      0.00
02:17:22 PM       222      0.00
02:17:22 PM       223      0.00
02:17:22 PM       224      0.00
02:17:22 PM       225      0.00
02:17:22 PM       226      0.00
02:17:22 PM       227      0.00
02:17:22 PM       228      0.00
02:17:22 PM       229      0.00
02:17:22 PM       230      0.00
02:17:22 PM       231      0.00
02:17:22 PM       232      0.00
02:17:22 PM       233      0.00
02:17:22 PM       234      0.00
02:17:22 PM       235      0.00
02:17:22 PM       236      0.00
02:17:22 PM       237      0.00
02:17:22 PM       238      0.00
02:17:32 PM       sum   1037.24
02:17:32 PM         0    985.80
02:17:32 PM         1      0.00
02:17:32 PM         2      0.00
02:17:32 PM         3      0.00
02:17:32 PM         4      0.00
02:17:32 PM         5      0.00
02:17:32 PM         6      0.00
02:17:32 PM         7      0.00
02:17:32 PM         8      0.00
02:17:32 PM         9      0.00
02:17:32 PM        10      0.00
02:17:32 PM        11      0.00
02:17:32 PM        12      0.00
02:17:32 PM        13      0.00
02:17:32 PM        14      0.00
02:17:32 PM        15      9.26
02:17:32 PM        16      0.00
02:17:32 PM        17      0.00
02:17:32 PM        18      0.00
02:17:32 PM        19      0.00
02:17:32 PM        20      0.00
02:17:32 PM        21      0.00
02:17:32 PM        22      0.00
02:17:32 PM        23      0.00
02:17:32 PM        24      0.00
02:17:32 PM        25      0.00
02:17:32 PM        26      0.00
02:17:32 PM        27      0.00
02:17:32 PM        28      0.00
02:17:32 PM        29      0.00
02:17:32 PM        30      0.00
02:17:32 PM        31      0.00
02:17:32 PM        32      0.00
02:17:32 PM        33      0.00
02:17:32 PM        34      0.00
02:17:32 PM        35      0.00
02:17:32 PM        36      0.00
02:17:32 PM        37      0.00
02:17:32 PM        38      0.00
02:17:32 PM        39      0.00
02:17:32 PM        40      0.00
02:17:32 PM        41      0.00
02:17:32 PM        42      0.00
02:17:32 PM        43      0.00
02:17:32 PM        44      0.00
02:17:32 PM        45      0.00
02:17:32 PM        46      0.00
02:17:32 PM        47      0.00
02:17:32 PM        48      0.00
02:17:32 PM        49      0.00
02:17:32 PM        50      0.00
02:17:32 PM        51     39.51
02:17:32 PM        52      0.00
02:17:32 PM        53      0.00
02:17:32 PM        54      0.00
02:17:32 PM        55      0.00
02:17:32 PM        56      0.00
02:17:32 PM        57      0.00
02:17:32 PM        58      0.00
02:17:32 PM        59      2.67
02:17:32 PM        60      0.00
02:17:32 PM        61      0.00
02:17:32 PM        62      0.00
02:17:32 PM        63      0.00
02:17:32 PM        64      0.00
02:17:32 PM        65      0.00
02:17:32 PM        66      0.00
02:17:32 PM        67      0.00
02:17:32 PM        68      0.00
02:17:32 PM        69      0.00
02:17:32 PM        70      0.00
02:17:32 PM        71      0.00
02:17:32 PM        72      0.00
02:17:32 PM        73      0.00
02:17:32 PM        74      0.00
02:17:32 PM        75      0.00
02:17:32 PM        76      0.00
02:17:32 PM        77      0.00
02:17:32 PM        78      0.00
02:17:32 PM        79      0.00
02:17:32 PM        80      0.00
02:17:32 PM        81      0.00
02:17:32 PM        82      0.00
02:17:32 PM        83      0.00
02:17:32 PM        84      0.00
02:17:32 PM        85      0.00
02:17:32 PM        86      0.00
02:17:32 PM        87      0.00
02:17:32 PM        88      0.00
02:17:32 PM        89      0.00
02:17:32 PM        90      0.00
02:17:32 PM        91      0.00
02:17:32 PM        92      0.00
02:17:32 PM        93      0.00
02:17:32 PM        94      0.00
02:17:32 PM        95      0.00
02:17:32 PM        96      0.00
02:17:32 PM        97      0.00
02:17:32 PM        98      0.00
02:17:32 PM        99      0.00
02:17:32 PM       100      0.00
02:17:32 PM       101      0.00
02:17:32 PM       102      0.00
02:17:32 PM       103      0.00
02:17:32 PM       104      0.00
02:17:32 PM       105      0.00
02:17:32 PM       106      0.00
02:17:32 PM       107      0.00
02:17:32 PM       108      0.00
02:17:32 PM       109      0.00
02:17:32 PM       110      0.00
02:17:32 PM       111      0.00
02:17:32 PM       112      0.00
02:17:32 PM       113      0.00
02:17:32 PM       114      0.00
02:17:32 PM       115      0.00
02:17:32 PM       116      0.00
02:17:32 PM       117      0.00
02:17:32 PM       118      0.00
02:17:32 PM       119      0.00
02:17:32 PM       120      0.00
02:17:32 PM       121      0.00
02:17:32 PM       122      0.00
02:17:32 PM       123      0.00
02:17:32 PM       124      0.00
02:17:32 PM       125      0.00
02:17:32 PM       126      0.00
02:17:32 PM       127      0.00
02:17:32 PM       128      0.00
02:17:32 PM       129      0.00
02:17:32 PM       130      0.00
02:17:32 PM       131      0.00
02:17:32 PM       132      0.00
02:17:32 PM       133      0.00
02:17:32 PM       134      0.00
02:17:32 PM       135      0.00
02:17:32 PM       136      0.00
02:17:32 PM       137      0.00
02:17:32 PM       138      0.00
02:17:32 PM       139      0.00
02:17:32 PM       140      0.00
02:17:32 PM       141      0.00
02:17:32 PM       142      0.00
02:17:32 PM       143      0.00
02:17:32 PM       144      0.00
02:17:32 PM       145      0.00
02:17:32 PM       146      0.00
02:17:32 PM       147      0.00
02:17:32 PM       148      0.00
02:17:32 PM       149      0.00
02:17:32 PM       150      0.00
02:17:32 PM       151      0.00
02:17:32 PM       152      0.00
02:17:32 PM       153      0.00
02:17:32 PM       154      0.00
02:17:32 PM       155      0.00
02:17:32 PM       156      0.00
02:17:32 PM       157      0.00
02:17:32 PM       158      0.00
02:17:32 PM       159      0.00
02:17:32 PM       160      0.00
02:17:32 PM       161      0.00
02:17:32 PM       162      0.00
02:17:32 PM       163      0.00
02:17:32 PM       164      0.00
02:17:32 PM       165      0.00
02:17:32 PM       166      0.00
02:17:32 PM       167      0.00
02:17:32 PM       168      0.00
02:17:32 PM       169      0.00
02:17:32 PM       170      0.00
02:17:32 PM       171      0.00
02:17:32 PM       172      0.00
02:17:32 PM       173      0.00
02:17:32 PM       174      0.00
02:17:32 PM       175      0.00
02:17:32 PM       176      0.00
02:17:32 PM       177      0.00
02:17:32 PM       178      0.00
02:17:32 PM       179      0.00
02:17:32 PM       180      0.00
02:17:32 PM       181      0.00
02:17:32 PM       182      0.00
02:17:32 PM       183      0.00
02:17:32 PM       184      0.00
02:17:32 PM       185      0.00
02:17:32 PM       186      0.00
02:17:32 PM       187      0.00
02:17:32 PM       188      0.00
02:17:32 PM       189      0.00
02:17:32 PM       190      0.00
02:17:32 PM       191      0.00
02:17:32 PM       192      0.00
02:17:32 PM       193      0.00
02:17:32 PM       194      0.00
02:17:32 PM       195      0.00
02:17:32 PM       196      0.00
02:17:32 PM       197      0.00
02:17:32 PM       198      0.00
02:17:32 PM       199      0.00
02:17:32 PM       200      0.00
02:17:32 PM       201      0.00
02:17:32 PM       202      0.00
02:17:32 PM       203      0.00
02:17:32 PM       204      0.00
02:17:32 PM       205      0.00
02:17:32 PM       206      0.00
02:17:32 PM       207      0.00
02:17:32 PM       208      0.00
02:17:32 PM       209      0.00
02:17:32 PM       210      0.00
02:17:32 PM       211      0.00
02:17:32 PM       212      0.00
02:17:32 PM       213      0.00
02:17:32 PM       214      0.00
02:17:32 PM       215      0.00
02:17:32 PM       216      0.00
02:17:32 PM       217      0.00
02:17:32 PM       218      0.00
02:17:32 PM       219      0.00
02:17:32 PM       220      0.00
02:17:32 PM       221      0.00
02:17:32 PM       222      0.00
02:17:32 PM       223      0.00
02:17:32 PM       224      0.00
02:17:32 PM       225      0.00
02:17:32 PM       226      0.00
02:17:32 PM       227      0.00
02:17:32 PM       228      0.00
02:17:32 PM       229      0.00
02:17:32 PM       230      0.00
02:17:32 PM       231      0.00
02:17:32 PM       232      0.00
02:17:32 PM       233      0.00
02:17:32 PM       234      0.00
02:17:32 PM       235      0.00
02:17:32 PM       236      0.00
02:17:32 PM       237      0.00
02:17:32 PM       238      0.00
02:17:42 PM       sum   1029.62
02:17:42 PM         0    988.65
02:17:42 PM         1      0.00
02:17:42 PM         2      0.00
02:17:42 PM         3      0.00
02:17:42 PM         4      0.00
02:17:42 PM         5      0.00
02:17:42 PM         6      0.00
02:17:42 PM         7      0.00
02:17:42 PM         8      0.00
02:17:42 PM         9      0.00
02:17:42 PM        10      0.00
02:17:42 PM        11      0.00
02:17:42 PM        12      0.00
02:17:42 PM        13      0.00
02:17:42 PM        14      0.00
02:17:42 PM        15      9.04
02:17:42 PM        16      0.00
02:17:42 PM        17      0.00
02:17:42 PM        18      0.00
02:17:42 PM        19      0.00
02:17:42 PM        20      0.00
02:17:42 PM        21      0.00
02:17:42 PM        22      0.00
02:17:42 PM        23      0.00
02:17:42 PM        24      0.00
02:17:42 PM        25      0.00
02:17:42 PM        26      0.00
02:17:42 PM        27      0.00
02:17:42 PM        28      0.00
02:17:42 PM        29      0.00
02:17:42 PM        30      0.00
02:17:42 PM        31      0.00
02:17:42 PM        32      0.00
02:17:42 PM        33      0.00
02:17:42 PM        34      0.00
02:17:42 PM        35      0.00
02:17:42 PM        36      0.00
02:17:42 PM        37      0.00
02:17:42 PM        38      0.00
02:17:42 PM        39      0.00
02:17:42 PM        40      0.00
02:17:42 PM        41      0.00
02:17:42 PM        42      0.00
02:17:42 PM        43      0.00
02:17:42 PM        44      0.00
02:17:42 PM        45      0.00
02:17:42 PM        46      0.00
02:17:42 PM        47      0.00
02:17:42 PM        48      0.00
02:17:42 PM        49      0.00
02:17:42 PM        50      0.00
02:17:42 PM        51     29.72
02:17:42 PM        52      0.00
02:17:42 PM        53      0.00
02:17:42 PM        54      0.00
02:17:42 PM        55      0.00
02:17:42 PM        56      0.00
02:17:42 PM        57      0.00
02:17:42 PM        58      0.00
02:17:42 PM        59      2.21
02:17:42 PM        60      0.00
02:17:42 PM        61      0.00
02:17:42 PM        62      0.00
02:17:42 PM        63      0.00
02:17:42 PM        64      0.00
02:17:42 PM        65      0.00
02:17:42 PM        66      0.00
02:17:42 PM        67      0.00
02:17:42 PM        68      0.00
02:17:42 PM        69      0.00
02:17:42 PM        70      0.00
02:17:42 PM        71      0.00
02:17:42 PM        72      0.00
02:17:42 PM        73      0.00
02:17:42 PM        74      0.00
02:17:42 PM        75      0.00
02:17:42 PM        76      0.00
02:17:42 PM        77      0.00
02:17:42 PM        78      0.00
02:17:42 PM        79      0.00
02:17:42 PM        80      0.00
02:17:42 PM        81      0.00
02:17:42 PM        82      0.00
02:17:42 PM        83      0.00
02:17:42 PM        84      0.00
02:17:42 PM        85      0.00
02:17:42 PM        86      0.00
02:17:42 PM        87      0.00
02:17:42 PM        88      0.00
02:17:42 PM        89      0.00
02:17:42 PM        90      0.00
02:17:42 PM        91      0.00
