CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  1    0   0   13    92   27   80    0    2    0    0   106    0   0   0 100
  2    0   0    6    21    0   14    0    0    0    0     0    0   0   0 100
  3    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  4    0   0    2     7    0    5    0    0    0    0     0    0   0   0 100
  5    0   0    6    20    0   13    0    0    0    0     0    0   0   0 100
  6    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  7    0   0    3    17    2   13    0    0    0    0     5    0   0   0 100
  8    0   0    1     3    0    1    0    0    0    0     0    0   0   0 100
  9    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 10    0   0    3    80   35   82    0    1    3    0   398    2   0   0  98
 11    0   0    1     4    0    2    0    0    0    0     0    0   0   0 100
 12    0   0    4    13    1    8    0    0    0    0     0    0   0   0 100
 13    0   0    2     4    1    3    0    0    0    0     1    0   0   0 100
 14    0   0    1     5    0    3    0    0    0    0     0    0   0   0 100
 15    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 16    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 17    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 18    0   0    0     4    1    3    0    0    0    0     4    0   0   0 100
 19    0   0   13    44    1   39    0    1    3    0     3    0   2   0  98
 20    0   0  126     9    0   24    0    0    0    0   104    0   0   0  99
 21    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 22    0   0    2     7    0    5    0    0    1    0     0    0   0   0 100
 23    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 24    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 25    0   0    0     2    0    2    0    0    0    0     0    0   0   0 100
 26    0   0    7    18    0   13    0    0    0    0     0    0   0   0 100
 27    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 28   36   0  138    51    8   60    0    2    3    0   128    0   1   0  99
 29    0   0    0     7    4    1    0    0    0    0     0    0   0   0 100
 30    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 31    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 32    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 33    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 34    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 35    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 36    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 37    0   0    4     8    0    0    7    0    0    0 11283  100   0   0   0
 38    0   0  500     5    4    0    0    0    0    0     0    0   0   0 100
 39    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 40    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 41    0   0    1     9    1    7    0    0    0    0     0    0   0   0 100
 42    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 43    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 44    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 45    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 46    0   0   13   119   44  112    0    0    0    0    83    0   0   0  99
 47    0   0    5    52   20   50    0    0    0    0    20    0   0   0 100
 48    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 49    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 50    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 51    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 52    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 53    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 54    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 55    0   0 4741    70   19   68    0    1    1    0    68    0   0   0 100
 56   74   0  254    19    1   18    0    1    4    0   278    0   2   0  98
 57    0   0    7    19    1   12    0    0    0    0     1    0   0   0 100
 58    0   0    3    17    5    7    0    0    0    0     0    0   0   0 100
 59    0   0    0     6    5    0    0    0    0    0     0    0   0   0 100
 60    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 61    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 62   36   0  127    11    1    9    0    1    1    0    33    0   0   0 100
 63    0   0    4    10    0    6    0    0    0    0     0    0   0   0 100
Sun Jul 11 16:22:28 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0   36   0  149   217    1   30    0    0    4    0   151    0   1   0  99
  1    0   0   18   107   30   93    0    1    0    0   110    0   0   0 100
  2    0   0    7    23    0   16    0    0    0    0     0    0   0   0 100
  3    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  4    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
  5    0   0    6    19    0   12    0    0    0    0     0    0   0   0 100
  6    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  7    0   0    5    17    1   10    0    0    0    0     3    0   0   0 100
  8    0   0    3     7    0    5    0    0    0    0     0    0   0   0 100
  9    0   0    1     3    0    1    0    0    0    0     0    0   0   0 100
 10    0   0    3    91   40   86    1    1    1    0   343    1   0   0  98
 11    0   0    1     4    0    2    0    0    0    0     0    0   0   0 100
 12    0   0    0     4    1    4    0    0    0    0     0    0   0   0 100
 13    0   0    0     4    1    3    0    0    0    0     1    0   0   0 100
 14    0   0    3    11    0    9    0    0    0    0     0    0   0   0 100
 15    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 16    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 17    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 18    0   0    0     3    1    2    0    0    0    0     3    0   0   0 100
 19    0   0  410    63    1   58    0    2    1    0    13    0   2   0  98
 20    0   0    3    12    0   23    0    1    0    0   105    0   0   0 100
 21    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 22    0   0    2     6    0    4    0    0    0    0     0    0   0   0 100
 23    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 24    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 25    0   0    2     4    0    1    0    0    0    0     0    0   0   0 100
 26    0   0    7    23    0   17    0    0    0    0     0    0   0   0 100
 27    0   0    0     3    0    2    0    0    0    0     0    0   0   0 100
 28   36   0  146    55    1   54    0    2    2    0   116    0   0   0 100
 29    0   0    1    17    8   12    0    1    0    0    58    0   0   0 100
 30    0   0    0     3    0    2    0    0    0    0     0    0   0   0 100
 31    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 32    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 33    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 34    0   0    0     4    3    0    0    0    0    0     0    0   0   0 100
 35    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 36    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 37    0   0    4     9    0    0    7    0    0    0 11186   99   1   0   0
 38    0   0    0     2    1    0    0    0    0    0     0    0   0   0 100
 39    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 40    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 41    0   0    1     5    1    3    0    0    0    0     0    0   0   0 100
 42    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 43    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 44    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 45    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 46    0   0    7   135   58  136    0    0    0    0   116    0   0   0 100
 47    0   0   10    27    1   19    0    0    0    0     1    0   0   0 100
 48    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 49    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 50    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 51    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 52    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 53    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 54    0   0    1     3    0    1    0    0    0    0     0    0   0   0 100
 55    0   0 4732    67   19   64    0    0    2    0    66    0   1   0  99
 56  158   0  379    19    0   18    1    4   22    0   560    3   4   0  93
 57    0   0    1     4    0    0    0    0    0    0     0    0   0   0 100
 58    0   0    1    10    5    3    0    0    0    0     0    0   0   0 100
 59    0   0    2     7    6    0    0    0    0    0     0    0   0   0 100
 60    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 61   36   0  125     1    0    1    0    0    0    0    30    0   0   0 100
 62    0   0    3    12    0    4    0    0    0    0     0    0   0   0 100
 63    0   0    4    11    0    6    0    0    0    0     0    0   0   0 100
Sun Jul 11 16:22:30 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0   34   0   78   209    1   14    0    0    5    0   161    0   0   0 100
  1   36   0  134    84   31   81    0    1    2    0   142    0   0   0  99
  2    0   0    6    18    0   10    0    0    0    0     0    0   0   0 100
  3    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
  4    0   0    0     3    0    0    0    0    0    0     0    0   0   0 100
  5    0   0   42    27    0   24    0    0    0    0     0    0   0   0 100
  6    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
  7    0   0    0     4    1    2    0    0    0    0     3    0   0   0 100
  8    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
  9    0   0    1     6    0    4    0    0    0    0     3    0   0   0 100
 10   36   0 3665   118   42  119    0    1    2    0   426    2   1   0  97
 11    0   0    0     4    0    2    0    0    0    0     0    0   0   0 100
 12    0   0    0     5    1    3    0    0    0    0     0    0   0   0 100
 13    0   0    0     5    1    3    0    0    0    0     1    0   0   0 100
 14    0   0    3    12    0    6    0    0    0    0     0    0   0   0 100
 15    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 16    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 17    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 18    0   0    0     4    1    2    0    0    0    0     3    0   0   0 100
 19    0   0   24    74    1   66    0    1    3    0    23    0   3   0  97
 20    0   0    0     5    1   17    0    0    0    0   106    0   0   0 100
 21    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 22    0   0    0     3    0    1    0    0    0    0     0    0   0   0 100
 23    0   0    0     5    0    2    0    0    0    0     0    0   0   0 100
 24    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 25    0   0    0     3    0    1    0    0    0    0     0    0   0   0 100
 26    0   0    3    12    0    6    0    0    0    0     0    0   0   0 100
 27    0   0    1     4    0    2    0    0    0    0     0    0   0   0 100
 28   93   0   78    48    0   50    0    1    2    0  1263    0   1   0  99
 29    0   0    1    27   13   17    0    0    0    0    74    0   0   0 100
 30    0   0    1     6    0    3    0    0    0    0     0    0   0   0 100
 31    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 32    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 33    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 34    0   0    0     6    4    0    0    0    0    0     0    0   0   0 100
 35    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 36    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 37    0   0    4     9    0    0    7    0    0    0 11186   99   1   0   0
 38    0   0  502     6    4    0    0    0    0    0     0    0   0   0 100
 39    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 40    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 41    0   0    0     4    1    2    0    0    0    0     0    0   0   0 100
 42    0   0    3    12    0    7    0    0    0    0     0    0   0   0 100
 43    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 44    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 45    0   0    2     7    0    4    0    0    0    0     0    0   0   0 100
 46   31   0  641   137   57  138    0    1    3    0   169    1   1   0  98
 47    0   0    7    19    0   12    0    0    0    0     0    0   0   0 100
 48    0   0    1     5    0    3    0    0    0    0     0    0   0   0 100
 49    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 50    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 51    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 52    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 53    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 54    0   0    4    11    0    8    0    1    1    0    33    0   0   0 100
 55    1   0 4770    65    9   65    0    1    5    0   160    0   1   0  99
 56  324   0  614    61   10   56    1    7   34    0   885    1   6   0  93
 57    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 58    0   0    0     7    5    0    0    0    0    0     0    0   0   0 100
 59    0   0    0     7    5    0    0    0    0    0     0    0   0   0 100
 60    0   0    0     3    0    1    0    0    0    0     0    0   0   0 100
 61   30   0    3    12    0    8    0    1   28    0    21    0   0   0 100
 62   36   0  125     6    0    7    0    1    2    0    30    0   0   0 100
 63    0   0    1     7    0    4    0    0    0    0     0    0   0   0 100
Sun Jul 11 16:22:32 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0   36   0  135   205    1    7    0    0    4    0   182    0   1   0  99
  1   34   0  696    66   27   68    0    1    1    0   128    0   0   0 100
  2    0   0    1     4    0    2    0    0    0    0     0    0   0   0 100
  3    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  4    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
  5    0   0   14    33    0   26    0    0    0    0     0    0   0   0 100
  6    0   0    2     3    0    4    0    0    0    0     0    0   0   0 100
  7    0   0    0     4    1    3    0    0    0    0     3    0   0   0 100
  8    0   0    2     9    0    6    0    0    0    0     0    0   0   0 100
  9    0   0    6    13    2   17    0    0    0    0    37    0   0   0 100
 10    0   0   10   122   47  114    0    2    0    0   336    1   0   0  98
 11    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 12    0   0    0     4    1    3    0    0    0    0     0    0   0   0 100
 13    0   0    1     6    1    5    0    0    0    0     1    0   0   0 100
 14    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 15    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 16    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 17    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 18    0   0    0     3    1    2    0    0    0    0     3    0   0   0 100
 19    0   0  250    53    1   49    0    1    3    0    61    0   6   0  94
 20   36   0  132    19    0   31    0    1    0    0   143    0   0   0 100
 21    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 22    0   0    1     3    0    1    0    0    0    0     0    0   0   0 100
 23    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 24    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 25    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 26   30   0  127     4    0    3    0    0    1    0    21    0   0   0 100
 27   54   0  126     4    0    3    0    0    2    0    52    0   0   0 100
 28   98   0  266    74   10   80    0    3    2    0  1174    0   1   0  99
 29    0   0    1    21   10   13    0    0    0    0    67    0   0   0 100
 30    0   0    0     1    0    1    0    0    0    0     0    0   0   0 100
 31    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 32    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 33    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 34    0   0    0     2    1    0    0    0    0    0     0    0   0   0 100
 35    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 36    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 37    0   0    4    10    1    2    7    0    0    0 11228  100   0   0   0
 38    0   0  500     5    4    0    0    0    0    0     0    0   0   0 100
 39    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 40    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 41    0   0    0     3    1    2    0    0    0    0     0    0   0   0 100
 42    0   0    7    21    0   14    0    0    0    0     0    0   0   0 100
 43    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 44    0   0    0     2    0    2    0    0    0    0     0    0   0   0 100
 45    0   0    2     9    0    6    0    0    0    0     0    0   0   0 100
 46    0   0    8   113   49  114    0    1    0    0    93    0   0   0 100
 47    0   0    1    27   11   26    0    1    0    0    23    0   0   0 100
 48    0   0    0     3    0    1    0    0    0    0     0    0   0   0 100
 49    0   0    0     3    0    1    0    0    0    0     0    0   0   0 100
 50    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 51    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 52    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 53    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 54    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 55    0   0 4797    71    1   53    0    1    3    0    31    0   0   0 100
 56   74   0 3822    64    4   61    1    3   10    0   733    1   5   0  94
 57    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 58    0   0    1     6    5    0    0    0    0    0     0    0   0   0 100
 59    0   0    0     7    6    0    0    0    0    0     0    0   0   0 100
 60    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 61   36   0  125     5    0    4    0    1    1    0    29    0   0   0 100
 62    0   0    3    13    0   10    0    0    0    0     0    0   0   0 100
 63    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
Sun Jul 11 16:22:34 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0   36   0  136   206    1   13    0    0    3    0   150    0   1   0  99
  1    0   0   14    82   19   71    0    2    0    0    40    0   0   0  99
  2    0   0    9    31    0   22    0    0    1    0     0    0   0   0 100
  3    0   0    0     1    0    1    0    0    0    0     0    0   0   0 100
  4    0   0    3     4    0    5    0    0    0    0     0    0   0   0 100
  5    0   0    8    25    0   17    0    0    0    0     0    0   0   0 100
  6    0   0    0     1    0    1    0    0    0    0     0    0   0   0 100
  7    0   0    0     4    1    2    0    0    0    0     3    0   0   0 100
  8    0   0    1     6    0    4    0    0    0    0     0    0   0   0 100
  9    0   0    2    30   11   27    0    0    0    0    73    0   0   0 100
 10    0   0    1   119   57  116    0    0    0    0   346    1   0   0  98
 11    0   0    1     3    0    2    0    0    0    0     0    0   0   0 100
 12    0   0    4     8    1    9    0    0    0    0     0    0   0   0 100
 13    0   0    1     6    1    4    0    0    0    0     1    0   0   0 100
 14    0   0    1     4    0    2    0    0    0    0     0    0   0   0 100
 15    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 16    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 17    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 18    0   0    0     3    1    2    0    0    0    0     3    0   0   0 100
 19    0   0    9    29    2   21    0    0    0    0     6    0   2   0  98
 20    0   0    3    14    0   25    0    0    0    0   104    0   0   0  99
 21    0   0    0     1    0    1    0    0    0    0     0    0   0   0 100
 22    0   0    0     1    0    1    0    0    0    0     0    0   0   0 100
 23    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 24    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 25    0   0    2     5    0    5    0    0    0    0     0    0   0   0 100
 26    0   0    8    23    0   18    0    0    0    0     0    0   0   0 100
 27    0   0    1     6    0    4    0    0    0    0     0    0   0   0 100
 28   36   0  145    66    0   71    0    2    2    0   114    0   1   0  99
 29    0   0    3    19    6   15    0    1    0    0     0    0   0   0 100
 30    0   0    1     4    0    2    0    0    0    0     0    0   0   0 100
 31    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 32    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 33    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 34    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 35    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 36    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 37    0   0    3     9    0    1    7    0    0    0 11217   99   1   0   0
 38    0   0    0     2    1    0    0    0    0    0     0    0   0   0 100
 39    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 40    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 41    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 42    0   0    4     8    0    6    0    0    0    0     0    0   0   0 100
 43    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 44    0   0    0     3    1    2    0    0    0    0     0    0   0   0 100
 45    0   0    1     5    0    2    0    0    0    0     0    0   0   0 100
 46    0   0   15   116   39  109    0    2    0    0    81    0   0   0 100
 47    0   0    2    44   19   41    0    0    0    0    37    0   0   0  99
 48    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 49    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 50    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 51    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 52    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 53    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 54    0   0    2     7    0    5    0    0    0    0     0    0   0   0 100
 55    0   0 4750    54    1   41    0    1    1    0    31    0   0   0 100
 56   74   0  264    50    6   36    1    3    9    0   654    0   4   0  96
 57    0   0    5    31    3   28    0    1    0    0   209    0   0   0 100
 58    0   0   12    20   19    0    0    0    0    0     0    0   0   0 100
 59    0   0    0    11   10    0    0    0    0    0     0    0   0   0 100
 60    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 61    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 62   36   0  127     6    0    4    0    0    1    0    30    0   0   0 100
 63    0   0    1     2    0    0    0    0    0    0     0    0   0   0 100
Sun Jul 11 16:22:36 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0   50   0   11   204    0    5    0    0    2    0   145    0   0   0  99
  1    0   0   21   131   37  133    0    2    0    0   594    3   0   0  96
  2    0   0   11    40    0   39    0    0    0    0    62    0   0   0 100
  3    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
  4    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  5    0   0   36    15    0   13    0    0    0    0     0    0   0   0 100
  6    0   0    0     2    0    2    0    0    0    0     1    0   0   0 100
  7    0   0    1     6    1    4    0    0    0    0     3    0   0   0 100
  8    0   0    1     4    0    2    0    0    0    0     0    0   0   0 100
  9    0   0    4    37   11   42    0    0    0    0    72    0   0   0 100
 10   36   0  128    50   21   46    1    0    1    0   321    1   0   0  98
 11    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 12    0   0    1     6    1    4    0    0    0    0     0    0   0   0 100
 13    0   0    0     5    1    3    0    0    0    0     1    0   0   0 100
 14    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 15    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 16    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 17    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 18    0   0    0     3    1    2    0    0    0    0     3    0   0   0 100
 19    0   0    9    67   21   74    0    1    3    0    24    0   1   0  99
 20    0   0    2     9    0   21    0    0    0    0   105    0   0   0 100
 21    0   0    0     3    0    1    0    0    0    0     0    0   0   0 100
 22    0   0    1     4    0    2    0    0    0    0     0    0   0   0 100
 23    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 24    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 25    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 26    0   0    8    22    0   14    0    0    0    0     0    0   0   0 100
 27    0   0    4    14    0    9    0    0    0    0     0    0   0   0 100
 28    0   0   21    60    0   66    0    0    0    0    86    0   0   0 100
 29    0   0   15    39    4   42    0    0    0    0     0    0   0   0 100
 30    0   0    4     7    0    9    0    0    0    0     0    0   0   0 100
 31    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 32    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 33    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 34    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 35    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 36    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 37    0   0    4     9    0    1    7    0    0    0 11172   99   0   0   0
 38    0   0  502     6    4    0    0    0    0    0     0    0   0   0 100
 39    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 40    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 41    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 42    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 43    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 44    0   0    0     3    1    2    0    0    0    0     0    0   0   0 100
 45    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 46   36   0  210   140   39  123    0    0    1    0   106    0   0   0  99
 47    0   0    0    41   19   39    0    0    0    0    37    0   0   0 100
 48    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 49    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 50    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 51    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 52    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 53    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 54    0   0    7    23    0   14    0    0    0    0     0    0   0   0 100
 55    0   0 4797    48    4   39    0    1    0    0    39    0   1   0  99
 56   74   0  260    33    1   36    0    1    8    0   627    0   4   0  95
 57    0   0    0     6    2    3    0    0    0    0    17    0   0   0 100
 58    0   0   18    34   32    0    0    0    0    0     0    0   0   0 100
 59    0   0   20    39   38    0    0    0    0    0     0    0   0   0 100
 60    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 61    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 62    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 63   36   0  127     8    0    4    0    1    0    0    30    0   0   0 100
Sun Jul 11 16:22:38 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0    0   0   10   201    0    3    0    0    6    0   120    0   1   0  99
  1   36   0  142    58    2   61    0    0    1    0   434    2   0   0  97
  2    0   0    3    18    1   18    0    0    0    0    31    0   0   0 100
  3    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  4    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  5    0   0   44    33    0   22    0    0    0    0     0    0   0   0 100
  6    0   0    4    26    8   24    0    0    0    0    16    0   0   0 100
  7    0   0    0     3    1    2    0    0    0    0     3    0   0   0 100
  8    0   0    2     9    0    7    0    0    0    0     0    0   0   0 100
  9    0   0    6    23    1   17    0    0    1    0     3    0   0   0 100
 10   36   0  138    46    2   53    0    3    1    0   285    1   0   0  98
 11    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 12    0   0    3    14    1   11    0    0    0    0     0    0   0   0 100
 13    0   0    1     6    1    4    0    0    0    0     1    0   0   0 100
 14    0   0    9    22    1   34    0    1    0    0   186    1   0   0  99
 15    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 16    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 17    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 18    0   0    0     4    1    3    0    0    0    0     3    0   0   0 100
 19    0   0   23   153   42  174    0    3    3    0    65    0   2   0  97
 20    0   0    6    19    0   27    0    1    0    0   105    0   0   0 100
 21    0   0    1     6    0    3    0    0    0    0     0    0   0   0 100
 22    0   0    1     6    0    3    0    0    0    0     0    0   0   0 100
 23    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 24    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 25    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 26    0   0    7    27    0   17    0    0    1    0     0    0   0   0 100
