CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
 57    0   0    1    10    1    6    0    1    0    0    18    0   0   0 100
 58    0   0    9    33   27    9    0    1    0    0     9    0   0   0 100
 59    0   0    9    28   26    0    0    0    0    0     0    0   0   0 100
 60    0   0  103   123    3  234    0    2    0    0   346    1   0   0  98
 61    0   0    2     9    0    6    0    0    0    0     0    0   0   0 100
 62    0   0    4    10    2   12    0    1    0    0    22    0   0   0 100
 63   36   0  290   185    9  344    0    5    0    0   550    2   0   0  98
Sun Jul 11 16:26:34 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0    0   0   28   228   10   34    0    1    6    0    34    0   0   0  99
  1    0   0 1042   969   30 1824    2   22    3    0  2917   11   2   0  86
  2    0   0    2    22    1   27    0    3    0    0    13    0   0   0 100
  3    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
  4    0   0   39    43    1   78    0    1    0    0   117    0   0   0  99
  5    0   0   93    89   10  146    0    2    0    0   264    1   0   0  99
  6    0   0   70    89    1  173    0    1    0    0   227    1   0   0  99
  7    0   0    2     9    0    9    0    1    0    0    19    0   0   0 100
  8    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  9    0   0   84    88    4  158    0    3    0    0   243    1   0   0  99
 10   37   0 1312  1288   26 2467    4   30    8    0  3405   14   4   0  82
 11   36   0  179    62    1  114    0    2    0    0   203    1   0   0  99
 12    0   0   23    57    1   97    0    2    0    0    84    0   0   0 100
 13    1   0  290    94    1  180    0    2    1    0   324    1   0   0  98
 14    0   0   64    80    0  153    0    1    0    0   202    1   0   0  99
 15    0   0   62    74    2  140    0    2    0    0   203    0   0   0  99
 16    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 17    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 18    1   0  304   146    4  294    1    6    1    0   488    2   1   0  97
 19    2   0 1238  1082   25 2052    3   29    4    0  3246   13   3   0  83
 20    0   0   31    30    2   35    0    2    0    0    87    0   0   0 100
 21    0   0    0     3    0    3    0    1    0    0     1    0   0   0 100
 22    1   0  217    54    0  105    0    1    0    0   134    0   0   0 100
 23    0   0   48    64    0  126    0    1    0    0   158    0   0   0 100
 24    0   0   76    79    1  168    0    1    0    0   339    1   1   0  98
 25    0   0    0     3    0    1    0    0    0    0     0    0   0   0 100
 26    0   0   10    10    1   15    0    0    0    0    28    0   0   0 100
 27    2   0  623   311    6  602    0    3    2    0   974    4   1   0  95
 28    1   0 2428   645   27 1234    0   18    2    0  2101    8   2   0  90
 29   36   0  129    16    6   11    0    2    0    0    59    0   0   0 100
 30    0   0   46    33    1   60    0    0    0    0   124    0   0   0 100
 31    0   0   56    56    1  103    0    0    0    0   162    0   0   0  99
 32    0   0   43    71    1  137    0    2    0    0   154    0   0   0 100
 33    0   0   43    53    3  100    0    1    0    0   137    0   0   0 100
 34    0   0  107   100   16  163    0    1    0    0   292    1   0   0  99
 35    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 36    0   0  111   116    7  215    0    2    0    0   333    1   0   0  98
 37    1   0 1081   926   29 1779    3   23    3    0  2754   11   2   0  86
 38    0   0  446    29    8   33    0    1    0    0    30    0   0   0 100
 39    0   0   15    18    1   29    0    0    0    0    46    0   0   0 100
 40    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 41    0   0   21    29    1   49    0    2    0    0    91    0   0   0 100
 42    0   0    2     9    0    6    0    1    0    0     0    0   0   0 100
 43    0   0   22    17    0   32    0    1    0    0    61    0   0   0 100
 44    0   0  104   103    2  200    1    1    0    0   308    1   0   0  99
 45    0   0  214   218   11  390    0    4    0    0   615    2   0   0  97
 46   37   0 1149   931   28 1773    1   21    6    0  2745   12   2   0  85
 47    0   0    2    16    4   13    0    1    0    0    13    0   0   0 100
 48    0   0  103   136    1  267    0    0    0    0   341    1   0   0  99
 49    0   0  113   150    1  291    0    2    0    0   388    1   0   0  98
 50    0   0   56    60    1  109    0    0    1    0   163    1   0   0  99
 51    0   0   63    59    1  109    0    0    0    0   179    1   0   0  99
 52    1   0  202    33    0   64    0    1    0    0    88    0   0   0 100
 53    0   0   31    29    0   52    0    0    0    0    87    0   0   0 100
 54    0   0   77    58    1  104    0    2    0    0   216    1   0   0  99
 55    4   0 5371   992   17 1932    2   21    7    0  3132   12   4   0  84
 56   38   0  724   724   20 1358    2   20   43    0  2491    9   6   0  85
 57    1   0  312   106    2  203    0    2    0    0   382    1   0   0  98
 58    0   0  162   197   33  327    0    1    0    0   473    2   0   0  98
 59    0   0    3    20   18    0    0    0    0    0     0    0   0   0 100
 60    0   0   52    74    2  125    0    2    0    0   152    0   0   0 100
 61    0   0   16    25    1   41    0    1    0    0    51    0   0   0 100
 62    0   0   39    42    0   75    0    2    0    0   110    1   0   0  99
 63    0   0   87    79    1  148    0    1    0    0   256    1   0   0  99
Sun Jul 11 16:26:36 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0    0   0   77   276    6  133    0    6   30    0   406    0   1   0  98
  1   10   0 5874   959   26 1816    3   22   10    0  3072   12   3   0  84
  2    0   0    7    18    3   18    0    1    0    0    17    0   0   0 100
  3    0   0   50    46    1   83    0    0    0    0   143    0   0   0  99
  4   36   0  127    11    0    6    0    1    0    0    23    0   0   0 100
  5   36   0  125     4    1    2    0    0    2    0    31    0   0   0 100
  6    0   0   16    24    0   43    0    1    0    0    55    0   0   0 100
  7    0   0   73    92    1  174    0    1    0    0   233    0   0   0 100
  8    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
  9    0   0  147   155    2  299    0    2    1    0   451    1   0   0  98
 10    3   0 3080  1099   27 2137    1   21    7    0  3333   14   3   0  83
 11    0   0   10     6    0    5    0    0    0    0    22    0   0   0 100
 12    0   0    2     7    0    3    0    0    0    0     0    0   0   0 100
 13    0   0   63    94    0  180    0    1    0    0   213    1   0   0  99
 14    0   0   19    21    0   37    0    0    0    0    60    0   0   0 100
 15   38   0  151    25    0   41    0    2    1    0   100    0   0   0 100
 16    0   0   22    39    0   69    0    0    0    0    77    0   0   0  99
 17    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 18    0   0  130    94    1  194    1    3    0    0   436    1   0   0  98
 19    0   0  543   695   13 1300    2   21    1    0  1933    7   1   0  91
 20    0   0    4    14    1    9    0    2    0    0     1    0   0   0 100
 21    2   0  677   362    3  717    0    2    1    0  1160    5   1   0  94
 22    1   0  397   276    5  538    0    1    1    0   854    3   1   0  96
 23    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 24    0   0    0     3    0   16    0    0    0    0   107    0   0   0 100
 25    0   0    1     5    0    2    0    0    0    0     0    0   0   0 100
 26    1   0  318   125    2  240    0    2    1    0   414    2   0   0  98
 27    1   0  374   191    5  360    0    4    0    0   574    2   0   0  97
 28    1   0 1068   883   29 1663    2   24    4    0  2652   10   2   0  88
 29    0   0  127    11    4    3    0    0    0    0     0    0   0   0 100
 30    0   0  101   128    1  247    0    1    0    0   330    1   0   0  99
 31    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 32    0   0   72    98    1  192    0    1    0    0   238    1   0   0  98
 33    0   0   95    44    0   78    0    0    0    0   103    0   0   0 100
 34    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 35    0   0   29    36    1   60    0    1    0    0    86    0   0   0 100
 36    0   0  344   350    7  678    0    4    0    0  1040    4   1   0  95
 37    1   0  822   708   31 1299    0   22    4    0  2076    8   2   0  90
 38    0   0  440     8    5    0    0    0    0    0     0    0   0   0 100
 39    1   0  281   110    1  217    0    0    1    0   318    1   0   0  99
 40    0   0    0     8    2    5    0    0    0    0     5    0   0   0 100
 41    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 42    0   0  135   163    4  309    0    1    0    0   431    2   0   0  98
 43    0   0   20    20    0   32    0    1    3    0    53    0   0   0 100
 44    1   0  204    28    0   49    0    1    1    0    85    0   0   0 100
 45    1   0  382   205    1  396    1    1    1    0   618    2   1   0  97
 46    0   0  753   953   39 1776    3   21    2    0  2446   11   2   0  86
 47    0   0    0    22    1   32    0    1    0    0    25    0   0   0 100
 48   37   0  372    99    1  192    0    1    3    0   392    1   0   0  98
 49    0   0    9    25    1   40    0    1    0    0    46    0   0   0 100
 50    0   0    1    21    7   18    0    1    0    0    14    0   0   0 100
 51    0   0    1     4    0    2    0    0    0    0     0    0   0   0 100
 52    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 53    0   0   89    66    2  124    0    2    0    0   240    1   0   0  99
 54    0   0   56    82    1  159    0    3    0    0   200    0   0   0  99
 55   37   0  899   813   26 1519    1   20    2    0  2120    8   4   0  88
 56    2   0 1244   960   34 1814    3   28    5    0  3264   12   5   0  83
 57    0   0   10    21    1   32    0    1    0    0    34    0   0   0 100
 58    1   0  238    54   17   68    0    0    0    0   156    1   0   0  99
 59    0   0    9    35   31    1    0    0    0    0     1    0   0   0 100
 60    0   0   85    94    2  173    0    3    0    0   258    1   0   0  99
 61    0   0   50    30    1   50    0    1    0    0   126    1   0   0  99
 62    0   0   51    76    1  137    0    4    0    0   245    1   0   0  99
 63    1   0  487   328    5  632    1    5    1    0   930    3   0   0  96
Sun Jul 11 16:26:38 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0    0   0  111   303    4  196    0    5   22    0   886    1   5   0  94
  1   18   0 1005   885   17 1687    2   27    3    0  2638   10   2   0  87
  2    0   0  100   106    6  188    0    1    0    0   295    1   0   0  98
  3    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
  4    0   0  145    45    3   72    0    3    1    0   109    0   0   0 100
  5    0   0  127   152    1  298    0    2    0    0   417    1   0   0  98
  6    0   0   22    28    0   44    0    1    0    0    58    0   0   0 100
  7    0   0   76    66    0  130    0    0    0    0   215    1   0   0  99
  8    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
  9    0   0  120   102    2  185    0    6    1    0   381    1   0   0  98
 10    1   0 1026  1121   25 2150    3   19    4    0  2933   12   3   0  85
 11    0   0   28    36    4   51    0    5    0    0   109    0   0   0 100
 12    0   0   62    53    1   94    0    1    0    0   197    1   0   0  99
 13    0   0   25    35    0   63    0    1    0    0    80    0   0   0 100
 14    0   0  303    45    1   80    0    2    0    0   204    1   0   0  99
 15    0   0   80    74    1  134    0    2    0    0   236    1   0   0  99
 16    0   0  101    97    2  188    0    1    0    0   300    1   0   0  99
 17    0   0    6    12    0   21    0    0    0    0    22    0   0   0 100
 18    0   0   65    81    2  159    0    4    0    0   305    1   0   0  99
 19   38   0 1233   995   26 1910    2   27    5    0  3077   12   3   0  85
 20    1   0  198    33    1   39    0    3    1    0    63    0   0   0 100
 21    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 22    0   0    7    16    0   26    0    1    0    0    26    0   0   0 100
 23    0   0   97    80    2  156    0    1    0    0   281    1   0   0  98
 24    0   0   18    47    4   96    0    2    0    0   184    0   0   0  99
 25    0   0   54    65    0  121    0    1    0    0   161    0   0   0 100
 26   36   0  165    26    0   46    0    1    2    0   130    0   0   0  99
 27    0   0  330   388   10  744    0    6    1    0  1047    4   1   0  95
 28   33   0 3578   999   26 1916    5   31    3    0  2814   11   3   0  86
 29    0   0    8    26   15    7    0    1    0    0     2    0   0   0 100
 30    0   0   69   108    0  202    1    1    0    0   233    1   0   0  99
 31    0   0   28    20    0   35    0    1    0    0    73    0   0   0 100
